"Description","Rooms","m_sq","Series","Price","Floor_nr","Max_floors","Hood","Street_a","Street"
"Ïðîäàþ ïðîñòîðíóþ ñâåòëóþ êâàðòèðó 39 êâ. ì. ""ïîêóïàé è æèâè"". Á","1",39,"M. gim.",44900,4,5,"Jugla","Meiju 2","Meiju"
"Dzivoklis ar atsevisku ieeju un kaminu. Maja izvietota slegta br","1",20,"P. kara",18990,1,2,"Agenskalns","Nometnu 31","Nometnu"
"Ipasnieks pardod dzivoklis 60m2 jaunbuve. 

Plasa viesistaba ar","2",60,"Jaun.",140000,4,7,"Vecriga","Kaleju 74","Kaleju"
"Pardod plasu divlimenu dzivokli ar terasi, balkonu un pazames st","4",164,"Jaun.",195000,5,7,"Ziepniekkalns","Vienibas g. 186a","Vienibas"
"Ipasnieks pardod div-istabu dzivoklis pasa Rigas sirdi Vecriga.","2",53,"P. kara",88500,1,5,"Vecriga","Jekaba 26/28","Jekaba"
"Ipasnieks pardod siltu un saulainu 2-istabu dzivokli. 

 Veikts","2",46,"P. kara",53250,1,4,"Centrs","Kazarmu 10","Kazarmu"
"Majas dala, ar skatu uz parku, atseviska ieeja. Gazes apkures te","4",75,"P. kara",24680,2,2,"Maskavas priekspilseta","Maskavas 137","Maskavas"
"Plass, gaiss un kluss dzivoklis pagalma maja, pasa Rigas centra.","4",113,"P. kara",177000,2,6,"Centrs","Valdemara 53","Valdemara"
"Zala apkartne, laba lokacija, viss pastaigas attaluma. 

- Parpl","2",44,"Hrusc.",44400,2,5,"Ilguciems","Vaidelotes 17","Vaidelotes"
"Ipasnieks pardod gaisu un saulainu 4 istabu dzivokli Teika. Dziv","4",74,"Specpr.",110000,2,5,"Teika","Brivibas 241","Brivibas"
"Dzivokli- renoveta eka, puspagraba stava, Miera iela 5. Iegadajo","2",56,"Renov.",45000,1,6,"Centrs","Miera 5","Miera"
"Pardod trisistabas dzivokli ( Nr. 3.) ar skatu uz parku. Renovet","3",97,"Renov.",308800,2,5,"Centrs","Barona 6","Barona"
"Tiek pardots saulains un gaiss divistabu dzivoklis laba vieta (S","2",45,"P. kara",59000,4,5,"Centrs","Avotu 43","Avotu"
"Attistitajs piedava dzivokli (Nr. 9.) ar skatu uz Vermanes darzu","3",103,"Renov.",338580,5,5,"Centrs","Barona 6","Barona"
"Attistitajs piedava vienistabas dzivokli renoveta eka, Miera iel","1",35,"Renov.",52500,1,6,"Centrs","Miera 5","Miera"
"Pardodu 3 istabu dzivokli ar balto apdari. Dzivoklis tika izremo","3",97,"P. kara",115000,4,5,"Centrs","Lacplesa 112","Lacplesa"
"Tiek pardots 2 istabu dzivoklis 48m2, pirmaja stava, 602.serija","2",48,"602.",55000,1,9,"Purvciems","Staiceles 13","Staiceles"
"Tiek pardots dzivoklis, 

Divas istabas, 

Virtuve, 

Tualete,","2",49,"P. kara",89000,6,6,"Centrs","Stabu 29","Stabu"
"Ïðîäà¸òñÿ äîì â òèõîì çåë¸íîì ðàéîíå Ðèãè, âñåãî â 1015 ìèíóòàõ","Citi",380,"Priv. m.",550000,2,2,"Sampeteris-Pleskodale","Mikus 23","Mikus"
"Pardodam ekskluzivu penthouse dzivokli jaunaja projekta. 



4 i","4",111,"Jaun.",199000,10,10,"Teika","Ropazu 14B","Ropazu"
"Ïðîäàåòñÿ ïðîñòîðíàÿ êâàðòèðà 136 êâ. ì íà âòîðîì ýòàæå 5-òè ýòà","4",136,"Jaun.",230000,2,5,"Zolitude","Jurkalnes 87","Jurkalnes"
"Pardodam ekskluzivu penthouse dzivokli jaunaja projekta. 



4 i","4",111,"Jaun.",199000,10,10,"Centrs","Brivibas 230","Brivibas"
"Ipasnieks pardod dzivokli ar ara terasi ar peleko apdari jaunbuv","4",110,"Jaun.",159990,6,6,"Vecriga","Kungu 25","Kungu"
"Ïðîäà¸òñÿ 3õ êîìíàòíàÿ êâàðòèðà, êîìíàòû èçîëèðîâàííûå. ×èñòàÿ,","3",69,"103.",61000,1,5,"Daugavgriva","Parades 2","Parades"
"Ipasnieks pardod dzivokli ar ara terasi ar peleko apdari jaunbuv","1",110,"Jaun.",159990,6,6,"Centrs","Kungu 25","Kungu"
"Piedavaju iegadaties ekonomisku vienistabas dzivokli Rigas centr","1",25,"P. kara",27000,2,3,"Centrs","Bruninieku 82","Bruninieku"
"Ïðîäà¸òñÿ 3õ êîìíàòíàÿ êâàðòèðà. Âñå 3 êîìíàòû èçîëèðîâàííûå, ïð","3",71,"104.",72000,6,12,"Imanta","Anninmuizas 2b","Anninmuizas"
"Zeme ipasuma, fasades maja, vieta automasinai, ieeja no pagalma.","3",100,"P. kara",117500,3,3,"Sarkandaugava","Patversmes 1","Patversmes"
"Ïðîäàåòñÿ 2 ê. êâàðòèðà â äîìå 104-é ñåðèè ñ ëîäæèåé íà 6-ì ýòàæ","2",61,"104.",65800,6,16,"Plavnieki","Plavnieku 2D","Plavnieku"
"Divu istabu dzivoklis ar pilni apdari (bez mebelem) nama Aleksan","2",32,"P. kara",68800,4,7,"Centrs","Caka 33","Caka"
"Viena no vislabak apsaimniekotajiem mikrorajonu namiem, zala kok","1",49,"104.",54000,2,16,"Ziepniekkalns","Berzlapu 2","Berzlapu"
"Piedavajuma lieliska izvele iegadaties 22m2 lielu dzivokla ipasu","1",22,"Specpr.",13752,3,5,"Jugla","Markalnes 5","Markalnes"
"Penthaus - 6 un 7 stavs, 

- Attistitajs piedava iegadaties dziv","4",177,"Jaun.",268000,6,7,"Centrs","Caka 134","Caka"
"Ipasnieks pardod mebeletu un pilniba aprikotu dzivokli pirmskara","2",45,"P. kara",55000,2,2,"Tornakalns","Mukusalas 35A","Mukusalas"
"(Eng)

Movie about the apartment is below the photos by clicking","3",118,"Renov.",215000,4,5,"Centrs","Dzirnavu 60","Dzirnavu"
"Saimnieki pa<U+0304>rdod majigu, gaisu un plas<U+030C>u divistabu dzi<U+0304>vokli Dz","2",44,"Hrusc.",49000,2,3,"Dzeguzkalns","Dzeguzu 1","Dzeguzu"
"Saimnieki pa<U+0304>rdod majigu, gaisu un plas<U+030C>u divistabu dzi<U+0304>vokli Dz","2",44,"Hrusc.",49000,2,3,"Ilguciems","Dzirciema 28","Dzirciema"
"Pa<U+0304>rdod perspektivas telpas Ri<U+0304>gas centra<U+0304>, vairaku dzivoklu izv","Citi",334,"Jaun.",317000,2,5,"Centrs","Valdemara 100","Valdemara"
"Pardod 2 istabu dzivokli Kliversala. 

Divas plasas, izoletas is","2",85,"Specpr.",126000,2,2,"Agenskalns","Uzvaras bulv. 4","Uzvaras"
"Salthouse Residence - dzivokli pasa Vecrigas sirdi. Dzivoklis nr","2",47,"P. kara",103400,4,4,"Vecriga","Peldu 24","Peldu"
"Ïðîñòîðíàÿ äâóõêîìíàòíàÿ êâàðòèðà ñ êàïèòàëüíûì ðåìîíòîì. Êâàðòè","2",44,"P. kara",49900,3,3,"Agenskalns","Kalnciema 130","Kalnciema"
"Pardod siltu un klusu gimenes majokli - 3 istabu dzivokli Francu","3",67,"Specpr.",94900,3,16,"Purvciems","Madonas 21","Madonas"
"Pardod dz pec remonta, labiericibas koplietosanas telpas, stavs","1",17,"M. gim.",11000,4,4,"Skirotava","Maleju 4a","Maleju"
"Ïðîäàåòñÿ óþòíàÿ äâóõêîìíàòíàÿ êâàðòèðà. Êâàðòèðà ñîñòîèò èç íåá","2",29,"P. kara",32900,3,3,"Sampeteris-Pleskodale","Kalnciema 130","Kalnciema"
"Majai ir labiekartota, nozogota un apsargata teritorija klusa un","3",108,"Jaun.",198000,2,9,"Plavnieki","Jasmuizas 18","Jasmuizas"
"Attistitajs piedava plasu cetristabas dzivokli (Nr. 5.) ar skatu","4",139,"Renov.",457380,3,5,"Centrs","Barona 6","Barona"
"Divu telpu dzivoklis (57.3kv. m. ) koka maja. Remontejams. Udens","2",57,"P. kara",22000,3,3,"Agenskalns","Kuldigas 45A","Kuldigas"
"Pardod penthause tipa dzivokli projekta ""Mezaparka Rezidences"",","3",205,"Jaun.",444500,3,3,"Mezaparks","Jauna Mezaparka 36","Jauna"
"Cetru istabu, plass gimenes dzivoklis ar zalo terasi projekta ""M","4",115,"Jaun.",302600,1,3,"Mezaparks","Jauna Mezaparka 34","Jauna"
"Sapno par dzivosanu Mezaparka? Izcils piedavajums- gaiss un plas","3",115,"Jaun.",253300,1,3,"Mezaparks","Jauna Mezaparka 32","Jauna"
"Õîçÿèí ïðîäàåò ïðîñòîðíóþ 3-õ êîìíàòíóþ êâàðòèðó â öåíòðå, íà òè","3",110,"P. kara",131800,2,5,"Centrs","Avotu 20","Avotu"
"Lielisks trisistabu dzivoklis ar divam terasem projekta Mezapar","3",98,"Jaun.",217900,1,3,"Mezaparks","Jauna Mezaparka 32","Jauna"
"Plass, gaiss un erts trisistabu dzivoklis ar divam terasem proje","3",120,"Jaun.",259000,1,3,"Mezaparks","Jauna Mezaparka 32","Jauna"
"Pedejie 10 dzivokli saja prijekta. 2 istabu dzivoklis pa tieso n","2",52,"Renov.",124320,4,6,"Centrs","Lacplesa 24","Lacplesa"
"Ipasnieks piedava. Jaunaja komforta klases projekta Ernestine,","3",56,"Jaun.",141000,4,4,"Agenskalns","Ernestines 6A","Ernestines"
"Ïðåäëîæåíèå îò çàñòðîéùèêà. Â íîâîì ïðîåêòå êîìôîðòíîãî êëàññà ","2",33,"Jaun.",102000,4,4,"Agenskalns","Ernestines 6A","Ernestines"
"Ïðîäàþ ñîëíå÷íóþ, óþòíóþ êâàðòèðó ñ îêíàìè âûõîäÿùèìè íà ôàñàä c","2",57,"P. kara",71500,5,5,"Centrs","Stabu 45","Stabu"
"Jaunaja komforta klases projekta Ernestine, kas atrodas pasa A","3",63,"Jaun.",157000,4,4,"Agenskalns","Ernestines 6A","Ernestines"
"Õîçÿéêà ïðîäà¸ò êâàðòèðó, ïîñðåäíèêîâ ïðîñüáà íå áåñïîêîèòü, íà","3",86,"Renov.",98000,2,3,"Sarkandaugava","Aptiekas 11","Aptiekas"
"Tiek piedavats pardosanai majigs un pozitivs dzivoklis ar kopejo","2",40,"Renov.",66000,4,5,"Centrs","Stabu 105","Stabu"
"Atbrivots 2 istabu dzivoklis ar krasns apkuri. Tikai 7 min brauk","2",39,"P. kara",30000,2,2,"Maskavas priekspilseta","Ludzas 70","Ludzas"
"Atbrivots 1 istabu dzivoklis ar krasns apkuri. Tikai 7 min brauk","1",21,"P. kara",15000,1,1,"Maskavas priekspilseta","Ludzas 70","Ludzas"
"Piedavaju iegadaties vienas istabas dzivoklis projekta Teikas Oz","1",25,"Renov.",25000,1,2,"Teika","Ropazu 75","Ropazu"
"Piedavaju gaisu divu istabu dzivokli ar labu planojumu Lugazu ie","2",66,"Stalina",74600,2,2,"Centrs","Lugazu 12","Lugazu"
"Pardod 2 istabu dzivokli. 

WC un dusas telpa nav pabeigts remon","2",52,"Specpr.",56000,4,5,"Daugavgriva","Parades 6","Parades"
"Õîçÿéêà ïðîäàåò 3-õ êîìíàòíóþ êâàðòèðó. Áîëüøàÿ ëîäæèÿ ñ âèäîì â","3",63,"602.",60500,4,9,"Ziepniekkalns","Valdeku 60/1","Valdeku"
"Piedavaju iegadaties divu istabu dzivoklis projekta Teikas Ozoli","2",44,"Renov.",39600,1,2,"Teika","Ropazu 75","Ropazu"
"Tris loti plasu istabu dzivoklis Pfluga nama 5 stava ar lielisku","3",123,"P. kara",211000,5,5,"Centrs","Valdemara 4","Valdemara"
"Loti plass 8-istabu dzivoklis lepnaja Pfluga nama, pasa Rigas ce","6",257,"P. kara",346500,2,5,"Centrs","Valdemara 4","Valdemara"
"Lielisks 3 istabu dzivoklis ar 2 autostavvietam, terasi un ziema","3",146,"Specpr.",183900,4,4,"Agenskalns","Vienibas g. 186a","Vienibas"
"Ïðåêðàñíàÿ 2-êîìíàòíàÿ êâàðòèðà â îäíîì èç ëó÷øèõ ìåñò Èìàíòû. Î","2",50,"LT proj.",62000,4,5,"Imanta","Slokas 215","Slokas"
"Â äîáðîòíîì äîìå 103 ñåðèè ïðîäàåòñÿ 3- êîìíàòíàÿ êâàðòèðà ñ øèê","3",67,"103.",69700,1,5,"Teika","Brivibas 227","Brivibas"
"Piedavaju pardosana ekonomisku, plasu, saullainu dzivokli. 

Kop","2",55,"103.",39900,1,5,"Vecmilgravis","Dombrovska 75","Dombrovska"
"Pardodam savu dzivokli Ezerparka Namos. 

Dzivoklis ir plass, la","3",87,"Jaun.",159712,2,7,"Ciekurkalns","Rusova 9","Rusova"
"Â îòëè÷íîì òèõîì è çåëåíîì ìåñòå ïðîäàåòñÿ óþòíàÿ 2-êîìíàòíàÿ êâ","2",43,"Specpr.",40000,1,2,"Mezciems","Bikernieku 242","Bikernieku"
"Ïðîäàåòñÿ 2-õ êîìí êâàðòèðà 51, 8 êâ ì, íà 3-ì ýòàæå. Ñòàëèíñêèé","2",52,"Stalina",42000,3,3,"Vecmilgravis","Emmas 10a","Emmas"
"Pardod 2 istabas dzivoklus centra, kiegelu maja, majiga un labi","2",47,"P. kara",60000,1,2,"Centrs","Brivibas 101.3","Brivibas"
"Pardodas 1istabas dzivoklis bez remonta ieliktas jaunas durvis u","1",29,"LT proj.",29000,5,5,"Kengarags","Maskavas 423","Maskavas"
"Pardodu 1 istabas dzivokli Teika, blakus lielveikalam , Alfa, 2/","1",39,"Stalina",45000,2,2,"Teika","Ropazu 107","Ropazu"
"Tiek pardots skaists un majigs 3 istabu dzivoklis Kengaraga, Pru","3",56,"Hrusc.",57500,5,5,"Kengarags","Prusu 23b","Prusu"
"Bez starpniekiem tiek pardots gaiss un saulains dzivoklis Rigas","2",50,"P. kara",76200,1,5,"Centrs","Caka 104","Caka"
"Pardod majigu div- istabu dzivokli (39, 5 êv. m) Tapesu iela 52,","2",40,"LT proj.",50000,2,5,"Dzeguzkalns","Tapesu 52","Tapesu"
"Pardosana 3-istabu dzivoklis ar iestiklotu lodziju. Tas sastav n","3",65,"Cehu pr.",75000,1,12,"Kengarags","Lokomotives 54","Lokomotives"
"Ïðåêðàñíîå ïðåäëîæåíèå äëÿ ëþäåé, æåëàþùèõ ïðèîáðåñòè äîðîãî îòð","4",130,"Jaun.",175000,4,4,"Zolitude","Gramzdas 82","Gramzdas"
"Ïðîäà¸òñÿ êâàðòèðà â Ïëÿâíèåêàõ. 3/9 ýòàæ. 63 êÂ/ì. Â óäîáíîì ìå","3",63,"602.",70000,3,9,"Plavnieki","Salnas 16","Salnas"
"Ipasniece pardod 3-istabu dzivokli Purciema  2 atseviskas istab","3",79,"119.",76000,1,6,"Purvciems","Deglava 59","Deglava"
"Divistabu dzivoklis Jugla (24, 8 kvm. )

Daudzdzivoklu dzivojama","2",25,"Hrusc.",20484,2,5,"Jugla","Markalnes 5","Markalnes"
"Ipasnieks pardod jauku dzivokli tuvaja centra

Virtuve apvienota","2",40,"Renov.",65500,4,6,"Maskavas priekspilseta","Katolu 9","Katolu"
"Zeme zem majas pieder dzivoklim. Divas izoletas istabas, atsevis","2",46,"LT proj.",45000,3,5,"Kengarags","Maskavas 429","Maskavas"
"Pardodu lielisku, plasu tris istabu dzivokli lieliska vieta pasa","3",67,"LT proj.",57500,1,5,"Imanta","Slokas 215","Slokas"
"Dzivoklis ar 2 lodzijam netalu no Ebelmuizas parka, kas sastav n","2",54,"119.",52500,1,10,"Ziepniekkalns","Valdeku 61","Valdeku"
"Tipisks pilsetas dzivoklis ar skatu uz Vermanes parku. 21 m2 lie","1",21,"Renov.",79000,3,6,"Centrs","Barona 14","Barona"
"Ïðîäàåòñÿ óþòíàÿ, ñâåòëàÿ êâàðòèðà (ïåíòõàóñ) ìåáåëèðîâàííàÿ è î","3",151,"Jaun.",210000,6,6,"Zolitude","Zolitudes 75","Zolitudes"
"Pardosana 3-istabu dzivoklis ar pazemes autostavvietu daudzdzivo","3",81,"Jaun.",136000,2,4,"Mezciems","Kaivas 31 k-3","Kaivas"
"Plass cetristabu dzivoklis 171 kv. m platiba atrodas Rigas respe","4",171,"P. kara",360000,4,6,"Centrs","Baznicas 35","Baznicas"
"Ïðîäà¸òñÿ êàïèòàëüíî îòðåìîíòèðîâàííàÿ 2 êîìíàòíàÿ êâàðòèðà ñòóä","2",41,"Hrusc.",38000,5,5,"Sarkandaugava","Limbazu 11","Limbazu"
"Plass un gaiss dzivoklis jaunaja projekta ""Duntes Ozoli"". 



Ek","3",103,"Jaun.",154500,6,16,"Centrs","Duntes 28","Duntes"
"Êâàðòèðà ñ õîðîøåé ïëàíèðîâêîé è â õîðîøåì ìåñòå. Äâå èçîëèðîâàí","3",56,"Specpr.",47500,3,5,"Mezaparks","Viestura pr. 67","Viestura"
"Ipasnieks pardod plasu, labi izgaismotu dzivokli ar 2 izoletam i","2",53,"103.",35850,3,5,"Daugavgriva","Birzes 40","Birzes"
"Gaiss divistabu dzivoklis tikko pec remonta Rigas Centra. 



Ja","2",52,"P. kara",115000,6,6,"Centrs","Dzirnavu 53","Dzirnavu"
"Îòëè÷íîå ìåñòîðàñïîëîæåíèå äîìà. Ðÿäîì âñå ñàìîå íåîáõîäèìîå äëÿ","2",45,"Hrusc.",41900,2,5,"Kengarags","Maskavas 268/1","Maskavas"
"Abas istabas ir izoletas, dzivoklis ir gaiss, saulains un silts","2",60,"119.",68000,7,10,"Ziepniekkalns","Ozolciema 16k1","Ozolciema"
"Pardod loti plasu, saulainu dzivokli - Unesco vesturiska piemine","6",204,"Renov.",320000,2,5,"Centrs","Eksporta 4","Eksporta"
"Philosophers Residence ir uzbuveta vieta, kur savulaik dzivoja i","2",40,"Jaun.",164946,12,21,"Agenskalns","Ranka d. 34","Ranka"
"Gaiss dzivoklis Staraja rusas iela. Dzivoklis atrodas Kliversala","3",70,"P. kara",120750,3,3,"Kliversala","St. Rusas 9","St"
"Pardod 3-istabu dzivokli Rigas Centra, Matisa iela. Dzivoklis at","3",80,"P. kara",105000,2,5,"Centrs","Matisa 89a","Matisa"
"Piedavaju iegadaties vienas istabas dzivoklis projekta Teikas Oz","1",26,"Renov.",26000,2,2,"Teika","Ropazu 75","Ropazu"
"Piedavaju iegadaties divu istabu dzivoklis projekta Teikas Ozoli","2",59,"Renov.",53100,1,2,"Teika","Ropazu 75","Ropazu"
"Pardosana 1 gulamistabas dzivoklis Jaunaja projekta uz Miera iel","2",34,"Jaun.",88000,2,6,"Centrs","Miera 93","Miera"
"Privata klusa liela pagalma novietota divstavu eka. 

Dzivoklis","1",31,"Priv. m.",46400,2,2,"Teika","Vairoga 39","Vairoga"
"Pardod plasu dzivokli specprojekta majas 1 augstaja stava ( 2m).","3",96,"Specpr.",125000,1,7,"Cits","Apes 12","Apes"
"Daudzfunkcionalas telpas 182, 5 m2, piemerotas gan dzivosanai, g","Citi",183,"P. kara",159800,2,5,"Centrs","Bruninieku 72a","Bruninieku"
"Ïðîäàåòñÿ êâàðòèðà áåç äîëãîâ è çàëîãîâ. 

Çåìëÿ â ñîáñòâåííîñòè","1",18,"M. gim.",21000,2,4,"Vecmilgravis","Meldru 10","Meldru"
"Pardodu dzivokli maja kur viss labi, parketa grida, italijas vir","1",40,"Jaun.",82000,3,22,"Purvciems","Astras 8","Astras"
"Liels 3-istabu dzivoklis, jauka un erta atrasanas vieta. 

 Dziv","3",75,"P. kara",112000,1,4,"Agenskalns","St. Rusas 12","St"
"Ïëàíèðîâêà: 

êîðèäîð, êóõíÿ, ãîñòèíàÿ êîìíàòà, 

3 èçîëèðîâàííû","4",79,"467.",78000,5,9,"Darzciems","Zundanu 3","Zundanu"
"Ïîñðåäíèêîâ ïðîñüáà íå áåñïîêîèòü, íà å ïî÷òó íå îòâå÷àþ. 

Êâàð","3",86,"P. kara",98000,2,3,"Centrs","Duntes 11","Duntes"
"Pardodu 2-istabu dzivokli preti Botaniskajam darzam. Plass, fors","2",54,"103.",70000,3,5,"Dzeguzkalns","Dzirciema 1","Dzirciema"
"Zeme ipasuma. 



Laba stavokli - mainiti logi, jauna elektroins","2",48,"Specpr.",47000,3,3,"Sampeteris-Pleskodale","Stendes 7","Stendes"
"Pardodu koptu un gaisu dzivokli 8. stava ar lielisku skatu uz Ri","3",77,"119.",82000,8,10,"Ziepniekkalns","Bruknas 8","Bruknas"
"Zeme ipasuma. 



Saskanots Parplanojums - studio tipa + izoleta","2",50,"467.",53000,9,9,"Krasta"," Maskavas 216","Maskavas"
"Pardodu siltu un majigu dzivokli renoveta eka. Logi uz parka pus","1",27,"P. kara",50000,3,3,"Krasta"," Kojusalas 25","Kojusalas"
"Pardosana plass 2 istabu dzivoklis Ciekurkalna. Dzivoklim ir ert","2",60,"Jaun.",129000,2,5,"Ciekurkalns","Ciekurkalna 2. l. 39a","Ciekurkalna"
"Tiek pardots gaiss un plass dzivoklis (91.9 m2) klusa rajona. Dz","4",92,"Specpr.",133500,2,5,"Teika","Vairoga 27","Vairoga"
"Pardodu dzivokli ar visada zina ertu atrasanas vietu. Blakus TC","2",50,"602.",51500,3,10,"Darzciems","Slavu 15","Slavu"
"Ïðîäàåòñÿ 3-õ êîìíàòíàÿ êâàðòèðà, 14 ýòàæ. Êðàñèâûé âèä èç îêíà.","3",72,"Specpr.",67000,14,14,"Ilguciems","Spilves 25","Spilves"
"Pardod 2 istabu dzivokli Stalina laika maja Teika. Majai izdevig","2",57,"Stalina",85000,4,5,"Teika","Brivibas 236","Brivibas"
"Âûñîêèé 1 ýòàæ. Âûøå 2 ìåòðîâ. Ìàëåíüêàÿ êâàðòèðà. Îòîïëåíèå öåí","1",12,"P. kara",18500,1,4,"Centrs","Barona 82","Barona"
"Pardodu loti skaistu un koptu vienas istabas dzivokli Sarkandaug","1",30,"Hrusc.",37500,1,5,"Sarkandaugava","Celinieku 8","Celinieku"
"Plass dzivoklis ar izoletam istabam un lodziju



Lodzija saules","3",103,"P. kara",207000,3,5,"Centrs","Stabu 92","Stabu"
"Pardod. 

Zeme ipasuma. 119 serijas tris istabu dzivoklis. 

Sle","3",74,"119.",75000,7,9,"Zolitude","Biezina 4","Biezina"
"Ïðîäàåòñÿ , êâàðòèðà îáå êîìíàòû, èçîëèðîâàííûå. Â êóõíå âñòðîåí","2",49,"LT proj.",41000,4,5,"Kengarags","Lokomotives 46","Lokomotives"
"Fasades majas 5 istabu dzivoklis Klusaja centra. 



+ ieeja no","5",110,"Renov.",58000,1,5,"Centrs","Ganu 2","Ganu"
"Attistitajs piedava majigu un gaisu studio dzivokli restaureta e","1",32,"Renov.",76800,1,6,"Centrs","Birznieka-Upisa 10","Birznieka"
"Attistitajs piedava dzivokli Katrinas dambja un Piena ielas krus","3",61,"Renov.",118560,2,2,"Centrs","Katrinas d. 6","Katrinas"
"Attistitajs piedava dzivokli Katrinas dambja un Piena ielas krus","2",30,"Renov.",60600,4,4,"Centrs","Piena 4","Piena"
"2 istabu dzivoklis pa tieso no attistitaja, pilniba rekonstrueta","2",52,"Renov.",135980,2,6,"Centrs","Lacplesa 24","Lacplesa"
"Centrala gaze, udens un kanalizacija. Var uztaisit gazes apkure.","1",20,"P. kara",10550,1,2,"Centrs","Matisa 95","Matisa"
"Gaiss 3-istbau dzivoklis izcila vieta - Klusaja centra Elizabete","3",80,"P. kara",179311,5,5,"Centrs","Elizabetes 9","Elizabetes"
"Ïðîäàþòñÿ ïðîñòîðíûå 3 êîìíàòíûå àïàðòàìåíòû, â ýêñêëþçèâíîì íîâ","3",81,"Jaun.",195000,4,5,"Centrs","Rupniecibas 34A","Rupniecibas"
"Ekskluzivas telpas vesturiska eka Klusaja centra. 



Paslaik te","4",140,"Renov.",186500,1,4,"Centrs","Vilandes 8","Vilandes"
"Ïðîäàåòñÿ 2 õ êîìíàòíàÿ êâàðòèðà, áåç ïîñðåäíèêîâ. Òèõèå ñîñåäè,","2",51,"602.",55000,5,9,"Purvciems","Varaviksnes g. 20","Varaviksnes"
"Ïðîäàþ êâàðòèðó, êîìíàòû èçîëèðîâàííûå, â õîðîøåì ìåñòå Êåíãàðàã","2",45,"LT proj.",40000,5,5,"Kengarags","Maskavas 279/4","Maskavas"
"Tiek pardots 5 istabu dzivoklis jaunaja dzivojama maja, klusa ce","5",178,"Jaun.",350000,4,6,"Centrs","Rupniecibas 34","Rupniecibas"
"Gaiss un silts dzivoklis ar iebuvetam ekskluzivam finieretam meb","4",112,"Jaun.",319200,11,23,"Centrs","Grostonas 25","Grostonas"
"Ïðîäà¸òñÿ êâàðòèðà â ïðîåêòå ""Solaris"". 

Êóõíÿ ñòóäèî, ñïàëüíàÿ","2",69,"Jaun.",109000,10,24,"Imanta","Anninmuizas 43","Anninmuizas"
"Pardod saimnieks. Zeme un dzivokli ipasuma. Ideals objekts dzivo","1",13,"M. gim.",22000,4,4,"Kengarags","Prusu 17A","Prusu"
"Ipasnieks steidzami pardod 2 ist. dzivokli, istabas izoletas , s","2",63,"Specpr.",76990,4,5,"Centrs","Meness 21","Meness"
"Ïðåäëàãàþ ê ïðîäàæå ïðîñòîðíóþ êâàðòèðó, ïîëíîñòüþ ãîòîâóþ ê ïðî","3",79,"119.",96900,6,9,"Zolitude","Ruses 26","Ruses"
"Tiek pardots 3 istabu dzivoklis Rigas klusaja centra. Dzivoklis","3",87,"P. kara",198000,3,5,"Centrs","Dzirnavu 10","Dzirnavu"
"Loti kvalitativi un rupigi renovets saulains dzivoklis 467. seri","1",33,"467.",47500,7,9,"Kengarags","Maskavas 415","Maskavas"
